pltID,mukey,muname
2_40_21_149,571809,"Clarksville very gravelly silt loam, 20 to 50 percent slopes, stony"
1_45_29_21,132274,Pungo muck
1_45_29_63,132254,Argent loam
1_45_29_70,132280,"Norfolk loamy fine sand, 0 to 2 percent slopes"
1_45_29_91,132272,Goldsboro loamy fine sand
2_45_51_183,130152,"Lakeland sand, 0 to 6 percent slopes"
2_45_51_54,130145,"Eulonia loamy fine sand, 0 to 2 percent slopes"
2_45_61_55,1606611,"Noboco loamy sand, 2 to 6 percent slopes"
2_45_85_95,2486004,"Springhill-Lucy-Nankin complex, 6 to 15 percent slopes"
2_45_89_4,131544,Yemassee sandy loam
3_45_1_37,1155019,"Pacolet sandy loam, 15 to 40 percent slopes"
3_45_59_33,130378,"Hiwassee sandy clay loam, 6 to 10 percent slopes, eroded"
3_45_77_73,131023,"Cecil sandy loam, 6 to 10 percent slopes, moderately eroded"
1_47_131_27,567263,"Memphis silt loam, 5 to 8 percent slopes, moderately eroded, northern phase"
1_47_79_30,2545303,"Smithdale loam, 12 to 25 percent slopes, eroded"
1_47_97_48,567176,"Memphis silt loam, 20 to 40 percent slopes, northern phase"
2_47_161_33,3160457,"Saffell-Bodine complex, 12 to 20 percent slopes"
2_47_99_35,527595,"Bodine cherty silt loam, steep phase"
3_47_111_22,527703,"Hawthorne gravelly silt loam, 20 to 60 percent slopes"
3_47_117_19,524058,"Barfield-Ashwood-Rock outcrop complex, 20 to 50 percent slopes"
3_47_119_47,527794,"Huntington cherty silt loam, phosphatic phase"
3_47_125_23,527965,"Baxter cherty silt loam, 20 to 35 percent slopes"
3_47_159_13,529832,"Mimosa-Ashwood complex, 12 to 30 percent slopes, rocky"
3_47_15_13,524436,"Hawthorne gravelly silt loam, 20 to 60 percent slopes"
3_47_3_19,529357,"Ashwood-Mimosa-Rock outcrop complex, 15 to 45 percent slopes"
3_47_41_15,527078,"Mimosa gravelly silt loam, 20 to 35 percent slopes, eroded"
3_47_87_20,530190,"Hawthorne gravelly silt loam, 20 to 60 percent slopes"
4_47_13_33,524269,"Muskingum-Sequoia-Petros complex, 30 to 60 percent slopes"
4_47_175_18,528637,"Christian cherty silt loam, 20 to 35 percent slopes, eroded"
4_47_185_19,2517268,"Varilla-Beetree-Muse complex, 20 to 45 percent slopes, very stony"
4_47_185_30,2454166,"Lonewood loam, 5 to 12 percent slopes"
4_47_51_40,527251,"Rockland,limestone,hilly and rolling"
4_47_51_83,527173,Dunning silty clay loam
4_47_61_23,525237,"Bouldin stony loam, 30 to 75 percent slopes, bouldery"
5_47_57_19,525042,"Townley-Montevallo complex, 35 to 60 percent slopes"
5_47_59_51,525117,"Dunmore stony loam, eroded rolling phase (dewey)"
5_47_63_8,525277,"Talbott very rocky, rolling, 5 to 12 percent slope"
5_47_63_9,525351,"Litz shaly silt loam, steep, 25 to 55 percent slope"
5_47_9_49,1899555,"Sequoia silty clay loam, eroded gently sloping phase"
1_51_101_44,694730,"Slagle loam, 0 to 2 percent slopes"
1_51_41_80,118923,"Creedmoor fine sandy loam, 2 to 6 percent slopes"
1_51_93_61,119331,Kinston loam
1_51_97_55,118611,"Emporia sandy loam, 2 to 6 percent slopes"
1_51_99_33,120526,"Galestown-Sassafras complex, 15 to 30 percent slopes"
2_51_141_35,1473836,"Braddock fine sandy loam, 8 to 15 percent slopes"
2_51_143_160,119985,"Pinkston-Clover complex, 15 to 35 percent slopes, very stony"
2_51_143_42,120158,"Clifford sandy clay loam, 2 to 7 percent slopes, severely eroded"
2_51_147_7,120299,"Wilkes sandy loam, eroded hilly phase"
2_51_19_2,135954,"Oak Level loam, 7 to 15 percent slopes"
2_51_19_38,135962,"Sequoia loam, 7 to 15 percent slopes"
2_51_31_27,120749,"Nason loam, 15 to 25 percent slopes"
2_51_31_86,120674,"Appling fine sandy loam, 6 to 15 percent slopes, eroded"
2_51_67_65,581949,"Clifford fine sandy loam, 15 to 25 percent slopes"
2_51_7_55,118147,"Cecil fine sandy loam, 7 to 15 percent slopes"
2_51_83_122,1472850,"Spriggs-Rasalo complex, 8 to 15 percent slopes"
2_51_89_3,122347,"Woolwine-Clifford complex, 25 to 45 percent slopes"
2_51_89_68,122347,"Woolwine-Clifford complex, 25 to 45 percent slopes"
3_51_109_88,119427,"Turbeville fine sandy loam, 2 to 12 percent slopes"
3_51_113_12,516992,"Eubanks-Lloyd loams, 7 to 15 percent slopes"
3_51_125_43,136971,"Hazel channery loam, 25 to 50 percent slopes"
3_51_125_46,136848,"Edneytown-Peaks complex, 35 to 55 percent slopes, extremely stony"
3_51_125_54,136860,"Elioak loam, 7 to 15 percent slopes"
3_51_125_69,136848,"Edneytown-Peaks complex, 35 to 55 percent slopes, extremely stony"
3_51_137_35,119820,"Fauquier clay, 7 to 15 percent slopes, severely eroded"
3_51_157_47,517476,Very rocky land
3_51_179_2,120495,"Caroline fine sandy loam, 2 to 6 percent slopes, eroded"
3_51_3_7,516298,"Cataska-Hartleton very stony loams, 25 to 60 percent slopes"
3_51_59_63,1710671,"Wheaton - Glenelg complex, 7 to 15 percent slopes"
3_51_9_45,136786,"Wintergreen loam, 7 to 15 percent slopes"
3_51_9_73,136620,"Peaks-Rock outcrop complex, 35 to 55 percent slopes"
3_51_9_74,136688,"Clifford loam, 15 to 25 percent slopes"
4_51_161_42,520332,"Tumbling loam, 15 to 25 percent slopes"
4_51_161_66,520222,"Edneyville fine sandy loam, 15 to 25 percent slopes"
4_51_163_25,2514796,"Frederick-Watahala complex, 25 to 35 percent slopes"
4_51_165_148,518383,"Frederick and Lodi silt loams, 7 to 15 percent slopes, eroded"
4_51_165_21,518383,"Frederick and Lodi silt loams, 7 to 15 percent slopes, eroded"
4_51_171_79,520755,"Laidig channery loam, 15 to 35 percent slopes, very stony"
5_51_121_14,517116,"Berks-Lowell-Rayne complex, 25 to 65 percent slopes"
5_51_121_34,517116,"Berks-Lowell-Rayne complex, 25 to 65 percent slopes"
5_51_167_73,1671158,"Highsplint channery silt loam, 15 to 35 percent slopes, very stony"
5_51_169_89,778112,"Watahala gravelly silt loam, 25 to 35 percent slopes"
5_51_173_25,518683,"Lily sandy loam, 25 to 65 percent slopes, very stony"
5_51_35_46,519238,"Bannertown complex, 25 to 45 percent slopes"
5_51_51_27,2399855,"Cloverlick-Shelocta-Highsplint complex, 55 to 80 percent slopes, very stony"
5_51_51_41,2399862,"Gilpin-Berks complex, 15 to 25 percent slopes"
1_48_199_32,2760780,"Nona-Dallardsville complex, 0 to 1 percent slopes"
1_48_199_44,2760760,"Aris-Spindletop complex, 0 to 1 percent slopes"
1_48_199_45,379670,"Belrose loamy fine sand, 0 to 3 percent slopes"
1_48_199_47,379669,"Beaumont clay, 0 to 1 percent slopes"
1_48_199_58,2760770,"Evadale-Aldine complex, 0 to 1 percent slopes"
1_48_199_8,2760769,"Evadale-Gist complex, 0 to 1 percent slopes"
1_48_199_84,2760770,"Evadale-Aldine complex, 0 to 1 percent slopes"
1_48_199_9,379687,"Kirbyville fine sandy loam, 0 to 2 percent slopes"
1_48_225_95,575526,"Kurth fine sandy loam, 1 to 3 percent slopes"
1_48_291_129,2888269,"Evadale-Gist complex, 0 to 1 percent slopes"
1_48_291_25,2888301,"Segno fine sandy loam, 1 to 3 percent slopes"
1_48_291_38,2888266,"Camptown silt loam, 0 to 1 percent slopes, frequently ponded"
1_48_291_58,2888292,"Vamont clay, 0 to 1 percent slopes"
1_48_291_62,369291,"Splendora fine sandy loam, 0 to 2 percent slopes"
1_48_291_85,2888293,"Bevil clay, 0 to 1 percent slopes"
1_48_313_48,370317,"Zack fine sandy loam, 1 to 5 percent slopes"
1_48_373_44,2888459,"Hatliff-Pluck-Kian complex, 0 to 1 percent slopes,  frequently flooded"
1_48_373_59,576213,"Pinetucky fine sandy loam, 1 to 5 percent slopes"
1_48_405_26,1894806,"Mattex clay loam, 0 to 1 percent slopes, frequently flooded"
1_48_405_51,1894822,"Laneville loam, 0 to 1 percent slopes, frequently flooded"
1_48_457_15,1487510,"Corrigan loam, 1 to 5 percent slopes"
1_48_473_26,373835,"Depcor loamy fine sand, 1 to 5 percent slopes"
1_48_5_95,575236,"Pophers silty clay loam, 0 to 1 percent slopes, frequently flooded"
2_48_419_12,2750207,"Latex fine sandy loam, 1 to 3 percent slopes"
2_48_419_66,2750207,"Latex fine sandy loam, 1 to 3 percent slopes"
2_48_423_52,575812,"Mattex loam, 0 to 1 percent slopes, frequently flooded"
3_48_145_74,365463,"Ovan silty clay, occasionally flooded"
3_48_21_91,393321,"Tabor fine sandy loam, 1 to 3 percent slopes"
3_48_89_38,364280,"Garwood-Cieno frequently ponded complex, 0 to 1 percent slopes"
4_48_39_172,363056,"Lake Charles clay, 0 to 1 percent slopes"
5_48_221_27,374361,"Eckrant-Purves association, 10 to 30 percent slopes"
5_48_309_24,370070,"Aledo gravelly clay loam, 1 to 8 percent slopes"
5_48_35_62,362998,"Frio silty clay, 0 to 1 percent slopes, occasionally flooded"
5_48_491_55,373566,"Oakalla silty clay loam, 0 to 2 percent slopes, frequently flooded"
1_9_7_289,286012,"Agawam fine sandy loam, 3 to 8 percent slopes"
2_17_119_20113,198929,"Birds silt loam, 0 to 2 percent slopes, frequently flooded"
3_18_29_20020,1600684,"Weisburg silt loam, 6 to 12 percent slopes, eroded"
2_24_13_707,2496024,"Penn loam, 3 to 8 percent slopes"
2_24_25_1454,533364,"Chester silt loam, 8 to 15 percent slopes"
2_24_31_1127,533640,"Lindside silt loam, 0 to 3 percent slopes, occasionally flooded"
3_24_9_485,2516895,"Matapeake-Beltsville complex, 2 to 5 percent slopes"
5_24_1_1756,2401219,"Opequon silty clay loam, 25 to 45 percent slopes"
1_25_13_830,277429,"Hinckley loamy sand, 0 to 3 percent slopes"
1_29_55_20185,2502288,"Alred-Sonsac complex, 15 to 35 percent slopes, very rocky, very stony"
4_29_177_20048,2521416,"Snead-Rock outcrop complex, 14 to 30 percent slopes"
4_29_77_20064,2534318,"Viraton silt loam, 2 to 5 percent slopes"
5_29_189_20119,2532951,"Urban land-Harvester complex, 2 to 9 percent slopes"
1_34_37_1219,624844,"Rock outcrop-Farmington-Galway complex, 8 to 15 percent slopes"
8_36_119_1330,309722,"Paxton fine sandy loam, 8 to 15 percent slopes"
2_39_73_417,1398103,"Wellston silt loam, 8 to 15 percent slopes"
2_39_73_453,1398112,"Westmoreland-Guernsey silt loams, 25 to 40 percent slopes"
3_39_67_347,536747,"Guernsey silty clay loam, 15 to 25 percent slopes, eroded"
3_39_67_686,536784,"Westmoreland-Dekalb complex, 40 to 70 percent slopes"
3_39_75_4785,286903,"Fitchville silt loam, 2 to 6 percent slopes"
3_39_81_5074,536133,"Westmoreland-Lowell complex, 40 to 70 percent slopes"
4_39_29_209,298829,"Udorthents-Pits complex, 0 to 70 percent slopes"
0_42_55_2661,545199,"Sideling gravelly loam, 8 to 25 percent slopes, extremely stony"
0_42_61_2599,541963,"Berks-Weikert channery silt loams, 15 to 25 percent slopes"
5_42_63_2324,2393832,"Culleoka channery silt loam, 8 to 15 percent slopes"
8_42_107_2134,539710,"Dekalb and Lehew extremely stony soils, steep"
9_42_11_1639,543076,"Towhee silt loam, 0 to 3 percent slopes"
9_42_11_2316,542974,"Bedington-Berks complex, 8 to 15 percent slopes"
2_54_71_1649,514107,"Belmont-Cateache silt loams, 15 to 35 percent slopes, stony"
3_54_39_157,512830,"Clymer-Dekalb complex, very steep"
3_54_45_103,1155553,"Matewan-Highsplint-Guyandotte association, very steep, extremely stony"
3_54_59_168,1155553,"Matewan-Highsplint-Guyandotte association, very steep, extremely stony"
3_54_59_330,1155553,"Matewan-Highsplint-Guyandotte association, very steep, extremely stony"
4_54_43_1485,557358,"Highsplint-Matewan-Cloverlick association, very steep, extremely stony"
4_54_79_879,513163,"Gilpin-Upshur complex, 25 to 35 percent slopes, severely eroded"
4_54_87_748,515198,"Upshur-Gilpin silt loams, 15 to 25 percent slopes, severely eroded"
1_1_3_144,328108,"Bowie fine sandy loam, thin solum, 5 to 8 percent slopes"
1_1_3_149,328179,"Norfolk fine sandy loam, 0 to 2 percent slopes"
1_1_3_177,328158,"Lakeland loamy fine sand, 0 to 5 percent slopes"
1_1_3_178,328189,"Plummer loamy sand, 0 to 5 percent slopes"
1_1_97_166,2995029,"Wadley loamy fine sand, 0 to 5 percent slopes"
2_1_91_37,330605,"Urbo-Mooreville-Una complex, 0 to 3 percent slopes, frequently flooded"
2_1_91_99,330520,"Bama fine sandy loam, 0 to 2 percent slopes"
2_1_99_108,330857,"Saffell-Lucy (flomaton) complex, 15 to 35 percent slopes"
2_1_99_110,330823,"Bama sandy loam, 5 to 10 percent slopes"
3_1_101_73,330895,Congaree silt loam
3_1_11_54,328413,"Cowarts-Luverne loamy sands, 12 to 25 percent slopes"
3_1_13_68,328461,"Luverne sandy loam, 8 to 25 percent slopes"
3_1_1_9,3272037,"Blanton-Rattlesnake Forks complex, 2 to 8 percent slopes"
3_1_87_77,330503,"Udorthents, rough"
4_1_125_49,331535,"Smithdale-Pikeville association, hilly"
4_1_65_59,329729,"Urbo-Mooreville-Una complex, 0 to 3 percent slopes, frequently flooded"
5_1_73_107,329934,"Palmerdale complex, steep"
5_1_73_47,329947,"Bodine-Fullerton-Urban land complex, steep"
6_1_103_60,331128,"Muskingum (Gorgas) stony fine sandy loam, 20 to 45 percent slopes, very stony"
6_1_71_11,522896,"Hartsells-Nauvoo complex, 2 to 6 percent slopes, eroded"
1_5_17_56,565255,Commerce loam
3_5_3_70,565069,"Arkabutla silt loam, 0 to 1 percent slopes, frequently flooded"
4_5_149_44,565011,"Spadra fine sandy loam, 0 to 3 percent slopes, occasionally flooded"
5_5_101_48,566021,"Nella-Steprock-Mountainburg very stony loams, 40 to 60 percent slopes"
5_5_101_53,565993,"Enders stony loam, 3 to 15 percent slopes"
1_12_31_68,738847,"Lynn Haven fine sand, 0 to 2 percent slopes"
3_12_57_95,1407012,"Candler fine sand, 0 to 5 percent slopes"
1_13_107_33,324747,"Ailey loamy sand, 2 to 5 percent slopes"
1_13_179_38,125824,Riceboro loamy fine sand
1_13_251_15,2580369,"Fuquay loamy sand, 0 to 2 percent slopes"
1_13_251_53,2580366,"Dothan-Norfolk complex, 2 to 5 percent slopes"
1_13_267_11,325534,"Osier loamy fine sand, 0 to 2 percent slopes, frequently flooded"
1_13_279_97,326047,"Carnegie loamy sand, 2 to 5 percent slopes"
1_13_31_81,324516,"Albany sand, 0 to 2 percent slopes"
1_13_39_81,125419,Sapelo fine sand
1_13_51_7,125391,Ogeechee loamy fine sand
1_13_69_40,125174,"Kinston and Johnston soils, 0 to 2 percent slopes, frequently flooded"
1_13_91_24,325373,"Dothan loamy sand, 2 to 5 percent slopes"
2_13_155_40,325224,"Tifton loamy sand, 2 to 5 percent slopes"
2_13_17_1,325192,"Cowarts loamy sand, 5 to 8 percent slopes"
2_13_275_63,325414,"Alapaha loamy sand, 0 to 2 percent slopes, occasionally flooded"
2_13_277_13,324937,Kinston and Osier fine sandy loams
2_13_277_22,324932,"Dothan loamy sand, 2 to 5 percent slopes"
2_13_27_13,325452,"Tifton loamy sand, 2 to 5 percent slopes"
2_13_27_39,325432,"Leefield loamy sand, 0 to 2 percent slopes"
2_13_27_42,325432,"Leefield loamy sand, 0 to 2 percent slopes"
2_13_315_1,326209,"Fuquay loamy sand, 0 to 5 percent slopes"
3_13_133_15,2580479,"Hard Labor-Appling complex, 6 to 10 percent slopes"
3_13_159_7,126966,"Pacolet sandy loam, 2 to 6 percent slopes"
3_13_163_50,325834,"Dothan loamy sand, 2 to 5 percent slopes"
3_13_163_64,325844,"Grady and Rembert loams, ponded"
3_13_177_17,326008,"Orangeburg loamy sand, 0 to 2 percent slopes"
3_13_177_37,326020,"Tifton sandy loam, 2 to 5 percent slopes, moderately eroded"
3_13_197_11,126195,"Nankin sandy loam, 5 to 12 percent slopes"
3_13_207_15,2200546,"Madison sandy clay loam, 6 to 15 percent slopes, severely eroded"
3_13_211_6,142577,"Cecil sandy clay loam, 6 to 15 percent slopes, severely eroded"
3_13_243_24,334790,"Orangeburg loamy sand, 0 to 2 percent slopes"
3_13_249_6,326283,"Vaucluse loamy sand, 8 to 17 percent slopes, eroded"
3_13_273_18,325995,"Greenville sandy loam, 2 to 5 percent slopes"
3_13_273_30,326020,"Tifton sandy loam, 2 to 5 percent slopes, moderately eroded"
3_13_289_38,325013,Chewacla silt loam
3_13_289_8,3260468,"Cowarts loamy sand, 2 to 5 percent slopes"
3_13_33_53,324605,Rains sandy loam
3_13_33_80,324596,"Lucy loamy sand, 8 to 17 percent slopes"
3_13_95_2,324628,"Flint fine sandy loam, 0 to 2 percent slopes"
3_13_9_17,125212,"Esto soils, 10 to 25 percent slopes"
4_13_223_2,2511293,"Braswell sandy loam, 2 to 6 percent slopes"
4_13_297_3,125010,"Cecil sandy clay loam, 6 to 10 percent slopes, severely eroded"
4_13_63_18,125520,"Cecil sandy clay loam, 6 to 10 percent slopes, eroded"
5_13_47_23,531152,"Allen silt loam, 10 to 15 percent slopes"
1_21_193_39,552142,"Matewan-Marrowbone-Latham complex, 20 to 80 percent slopes, very rocky"
1_21_71_75,3025701,"Handshoe-Fedscreek-Shelocta complex, 30 to 80 percent slopes, very stony"
2_21_127_39,550911,"Rayne-Marrowbone-Dekalb complex, 20 to 80 percent slopes, very rocky"
2_21_153_18,3098709,"Shelocta-Handshoe-Fedscreek complex, 30 to 60 percent slopes, stony"
3_21_13_30,552133,"Shelocta-Kimper-Cloverlick complex, 20 to 80 percent slopes, very stony"
3_21_65_27,557752,"Bledsoe silt loam, 20 to 65 percent slopes, very rocky"
4_21_137_22,552983,"Nolin silt loam, 0 to 2 percent slopes, frequently flooded"
4_21_79_5,552958,"Garmon channery silt loam, 25 to 80 percent slopes, rocky"
5_21_155_24,552322,"Carpenter-Lenberg complex, 20 to 45 percent slopes, eroded"
5_21_163_4,549589,"Hammack-Baxter complex, karst, 6 to 12 percent slopes, severely eroded"
5_21_53_1,551414,"Dewey loam, 15 to 25 percent slopes, eroded"
6_21_171_29,549924,"Waynesboro loam, 12 to 20 percent slopes"
6_21_177_7,551135,"Wellston silt loam, 12 to 20 percent slopes"
6_21_9_58,2453018,"Tarklin gravelly silt loam, 2 to 6 percent slopes"
1_22_107_21,577263,"Tensas-Sharkey clays, 0 to 3 percent slopes, gently undulating"
2_22_125_39,1725615,"Sharkey soils, frequently flooded"
2_22_71_12,569888,"Harahan clay, 0 to 1 percent slopes"
2_22_77_9,1678438,"Sharkey soils, occasionally flooded"
2_22_93_15,1415799,"Schriever clay, 0 to 1 percent slopes, frequently flooded"
2_22_97_36,3260451,"Sharkey clay, 0 to 1 percent slopes, rarely flooded, deltaic plain"
2_22_97_40,823516,"Calhoun silt loam, 0 to 1 percent slopes"
2_22_97_57,823806,"Udorthents, 1 to 20 percent slopes"
2_22_9_41,1711921,Calhoun silt loam
2_22_9_50,1711971,"Tensas-Sharkey complex, overwash, undulating, occasionally flooded"
3_22_115_3,1725531,"Beauregard fine sandy loam, 1 to 3 percent slopes"
3_22_115_78,1725561,"Malbis fine sandy loam, 1 to 3 percent slopes"
3_22_19_13,1413686,"Guyton-Messer complex, 0 to 1 percent slopes, rarely flooded"
3_22_19_15,1413687,"Judice silty clay, 0 to 1 percent slopes, rarely flooded"
3_22_19_20,1413698,"Udifluvents, 1 to 20 percent slopes"
3_22_19_33,1413696,"Mowata-Vidrine complex, 0 to 1 percent slopes, rarely flooded"
3_22_19_40,1413683,"Gore silt loam, 1 to 5 percent slopes"
3_22_19_42,1413688,"Kinder-Gist complex, 0 to 1 percent slopes"
3_22_19_5,1413701,"Urbo silty clay loam, occasionally flooded"
3_22_19_64,1413678,"Crowley-Vidrine complex, 0 to 1 percent slopes"
3_22_19_67,1413688,"Kinder-Gist complex, 0 to 1 percent slopes"
3_22_3_29,1586104,"Guyton-Ouachita complex, 0 to 1 percent slopes, frequently flooded"
3_22_3_40,1586105,"Glenmora silt loam, 1 to 3 percent slopes"
3_22_79_90,569972,"Moreland clay, 0 to 1 percent slopes, rarely flooded"
4_22_103_11,326990,"Arkabutla and Rosebloom soils, frequently flooded"
4_22_103_27,326989,Arat silty clay loam
4_22_117_30,1724144,"Myatt fine sandy loam, frequently flooded"
4_22_117_5,1724150,"Ruston fine sandy loam, 3 to 8 percent slopes"
4_22_33_24,738041,"Gilbert silt loam, 0 to 1 percent slopes"
4_22_33_9,778287,"Calhoun and Cascilla silt loams, 0 to 2 percent slopes, frequently flooded"
4_22_63_25,569737,"Colyell silt loam, 1 to 3 percent slopes, rarely flooded"
4_22_63_30,569747,"Myatt fine sandy loam, occasionally flooded"
4_22_63_42,569732,"Barbary muck, 0 to 1 percent slopes, frequently flooded"
4_22_91_12,1721643,"Ouachita, Ochlockonee and Guyton soils, 0 to 3 percent slopes, frequently flooded"
4_22_91_2,1721651,"Tangi silt loam, 1 to 3 percent slopes"
5_22_119_3,570363,"Ruston fine sandy loam, 1 to 3 percent slopes"
5_22_17_16,2805742,"Severn very fine sandy loam, 1 to 3 percent slopes, gently undulating, occasionally flooded"
1_28_163_36,568801,"Memphis-Natchez association, 12 to 50 percent slopes"
1_28_163_42,568804,"Memphis silt loam, 5 to 8 percent slopes, eroded"
1_28_163_50,2693469,"Morganfield silt loam, 0 to 2 percent slopes, occasionally flooded"
1_28_163_55,568801,"Memphis-Natchez association, 12 to 50 percent slopes"
1_28_163_82,568801,"Memphis-Natchez association, 12 to 50 percent slopes"
1_28_163_95,568801,"Memphis-Natchez association, 12 to 50 percent slopes"
3_28_127_39,333985,"Savannah loam, 5 to 8 percent slopes, moderately eroded"
3_28_61_42,332655,"Smithdale fine sandy loam, 15 to 25 percent slopes"
3_28_79_3,1603549,"Gillsburg silt loam, occasionally flooded"
4_28_109_10,333565,Smithton sandy loam
4_28_147_43,334324,"Smithdale fine sandy loam, 17 to 40 percent slopes"
4_28_45_1,332383,"Atmore silt loam, 0 to 2 percent slopes"
4_28_45_15,332419,Smithton fine sandy loam
4_28_47_30,332446,"Ruston fine sandy loam, 2 to 5 percent slopes"
4_28_59_112,332610,"Axis mucky sandy clay loam, frequently flooded"
4_28_59_98,3121691,"Urbo-Mooreville-Una complex, 0 to 3 percent slopes, frequently flooded"
4_28_65_11,332669,"Bibb and Mantachie soils, frequently flooded"
4_28_67_31,332728,"Savannah loam, 2 to 5 percent slopes"
4_28_67_33,332729,"Savannah loam, 5 to 8 percent slopes"
4_28_67_67,332740,"Freest fine sandy loam, 5 to 8 percent slopes"
4_28_67_69,332706,"Trebloc-Quitman association, occasionally flooded"
4_28_67_75,332728,"Savannah loam, 2 to 5 percent slopes"
4_28_77_45,332933,"Providence silt loam, 2 to 5 percent slopes"
5_28_157_13,571092,"Sharkey silty clay, frequently flooded"
5_28_5_1,567443,"Ora loam, 5 to 8 percent slopes"
1_37_85_44,113110,"Lillington very gravelly sandy loam, 8 to 15 percent slopes"
1_37_85_45,113090,"Cecil fine sandy loam, 8 to 15 percent slopes"
2_37_83_53,113036,"Emporia-Wedowee complex, 2 to 6 percent slopes"
3_37_151_74,117466,"Georgeville silt loam, 4 to 15 percent slopes, extremely stony"
3_37_167_3,2440269,"Georgeville silt loam, 4 to 15 percent slopes, extremely bouldery"
3_37_183_33,2739853,"Pacolet sandy loam, 15 to 25 percent slopes"
3_37_197_37,2396720,"Clifford sandy clay loam, 2 to 6 percent slopes, moderately eroded"
3_37_197_9,2396720,"Clifford sandy clay loam, 2 to 6 percent slopes, moderately eroded"
3_37_1_3,3050318,"Cecil sandy loam, 2 to 6 percent slopes"
3_37_33_77,2973888,"Codorus loam, 0 to 2 percent slopes, frequently flooded"
3_37_35_39,2431390,"Lloyd loam, 2 to 6 percent slopes"
3_37_37_125,1485631,"Nanford-Badin complex, 2 to 6 percent slopes"
3_37_37_2,1485695,"Turbeville fine sandy loam, 0 to 3 percent slopes"
3_37_37_23,1485728,"Wedowee sandy loam, 2 to 6 percent slopes"
3_37_37_59,1485545,"Georgeville silt loam, 2 to 6 percent slopes"
3_37_81_24,2433067,"Clifford sandy clay loam, 2 to 6 percent slopes, moderately eroded"
4_37_193_42,1383418,"Chestnut-Edneyville complex, 25 to 60 percent slopes, stony"
4_37_89_31,546853,"Edneyville (edneytown) fine sandy loam, 15 to 25 percent slopes"
1_45_13_104,132421,Eulonia fine sandy loam
1_45_13_82,132417,"Chisolm loamy fine sand, 0 to 6 percent slopes"
1_45_29_60,132254,Argent loam
1_45_49_73,130118,"Ocilla fine sand, 0 to 2 percent slopes"
1_45_49_76,130083,"Argent fine sandy loam, ponded"
1_45_53_70,132564,Okeetee-Eulonia association
1_45_63_111,130532,"Orangeburg loamy sand, 2 to 6 percent slopes"
2_45_15_31,131942,"Bonneau loamy sand, 2 to 6 percent slopes"
2_45_25_108,131993,"Bibb sandy loam, frequently flooded"
2_45_27_66,132227,Johnston soils
2_45_43_44,639599,Water
2_45_79_100,131088,Congaree loam
2_45_89_127,131530,"Lynchburg fine sandy loam, 0 to 2 percent slopes"
3_45_77_1,131021,"Cecil clay loam, 6 to 10 percent slopes, severely eroded"
1_47_167_34,567348,"Memphis silt loam, 1 to 5 percent slopes,  moderately eroded, northern phase"
1_47_17_51,327183,"Smithdale fine sandy loam, 8 to 12 percent slopes, eroded"
2_47_81_37,527461,"Gladdice-Mimosa complex, 15 to 40 percent slopes, very rocky"
3_47_117_25,524082,"Hawthorne and dellrose association, 25 to 55 percent slopes"
3_47_119_49,527784,"Gullied land, phosphatic"
3_47_149_37,528250,"Mimosa gravelly silt loam, 20 to 35 percent slopes, eroded"
3_47_149_47,528268,"Talbott-Barfield-Rock outcrop complex, 2 to 12 percent slopes"
3_47_15_10,524429,"Gladdice-Rock outcrop complex, 15 to 35 percent slopes, eroded"
3_47_165_36,528368,"Mimosa silt loam, 12 to 20 percent slopes, eroded"
3_47_187_32,523489,"Dellrose gravelly silt loam, 20 to 30  percent slopes, eroded"
3_47_21_19,527015,"Hawthorne-Sulphura association, 20 to 60 percent slopes"
3_47_3_21,529372,"Dellrose gravelly silt loam, 20 to 45 percent slopes, eroded"
3_47_55_54,527297,"Dellrose gravelly silt loam, 12 to 20 percent slopes, severely eroded"
3_47_87_14,530214,"Hawthorne-Rock outcrop complex, 40 to 80 percent slopes"
3_47_87_25,530190,"Hawthorne gravelly silt loam, 20 to 60 percent slopes"
4_47_133_16,843388,"Gilpin loam, 12 to 20 percent slopes"
4_47_133_29,2517271,"Varilla-Beetree-Muse complex, 20 to 45 percent slopes, very stony"
4_47_13_35,524269,"Muskingum-Sequoia-Petros complex, 30 to 60 percent slopes"
4_47_141_15,2517267,"Varilla-Beetree-Muse complex, 20 to 45 percent slopes, very stony"
4_47_141_37,2427474,"Mimosa-Rock outcrop complex, 20 to 40 percent slopes"
4_47_185_29,2517249,"Nella cobbly loam, 5 to 12 percent slopes"
4_47_49_43,2517032,"Hayter-Donahue complex, 15 to 40 percent slopes, very rocky"
4_47_51_2,527251,"Rockland,limestone,hilly and rolling"
5_47_171_2,2401324,"Northcove stony sandy loam, 35 to 50 percent slopes"
5_47_1_20,1887412,"Ramsey-Rock outcrop complex, 20 to 50 percent slopes"
5_47_25_20,552230,"Shelocta-Latham complex, 30 to 60 percent slopes, stony"
5_47_65_43,1017869,"Lonewood silt loam, 2 to 6 percent slopes"
5_47_65_46,1017857,"Fullerton-Urban land complex, 3 to 40 percent slopes"
5_47_89_12,525457,"Dewey silty clay loam, 6 to 15 percent slopes, severely eroded"
1_51_175_52,705300,"Uchee loamy sand, 10 to 15 percent slopes"
1_51_41_64,118821,"Orangeburg-Faceville sandy loams, 2 to 6 percent slopes"
1_51_53_17,2481752,"Appling sandy loam, 2 to 7 percent slopes"
